"Timestamp","Meal Type","Gender","Which days do you go to the Cafeteria the most? ","Preferred sessions ","Favorite meal"
"2020/10/03 11:49:29 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday;Tuesday;Thursday","Morning","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
"2020/10/03 11:50:18 AM GMT+1","Lunch, Dinner","Female","Monday;Thursday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Plain rice with stew, gbadun"
"2020/10/03 11:50:47 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Afternoon","Fried yam with egg sauce, stew;Fried rice;Jellof rice;Semovita, poundo, eba with okra, egusi"
"2020/10/03 11:53:29 AM GMT+1","Lunch, Dinner","Male","Thursday","Evening","Fried potatoes with egg sauce, stew"
"2020/10/03 11:53:39 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Thursday;Saturday","Evening","Fried potatoes with egg sauce, stew"
"2020/10/03 11:54:11 AM GMT+1","Lunch, Dinner","Male","Sunday;Wednesday;Saturday","Afternoon","Porridge beans, plain beans and stew with plantain"
"2020/10/03 11:58:27 AM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice"
"2020/10/03 11:58:38 AM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Thursday;Saturday","Evening","Plain spaghetti and stew with boiled egg"
"2020/10/03 11:59:42 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Saturday","Evening","Jellof rice"
"2020/10/03 12:01:40 PM GMT+1","Lunch, Dinner","Male","Thursday","Evening","Fried potatoes with egg sauce, stew"
"2020/10/03 12:03:10 PM GMT+1","Breakfast, Lunch, Dinner.","Female","Thursday","Evening","Fried rice"
"2020/10/03 12:12:20 PM GMT+1","Lunch, Dinner","Female","Thursday;Friday","Evening","Jellof rice"
"2020/10/03 12:17:28 PM GMT+1","Lunch, Dinner","Male","Sunday","Evening","Jellof rice;Jellof spaghetti with boiled egg"
"2020/10/03 12:18:30 PM GMT+1","Breakfast, Lunch, Dinner.","Male","Monday;Saturday","Evening","Fried rice;Plain rice with stew, gbadun;Moi moi with pap, oat, custard"
"2020/10/03 12:26:24 PM GMT+1","Lunch, Dinner","Female","Monday;Wednesday;Friday;Saturday","Afternoon","Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain"
"2020/10/03 12:31:04 PM GMT+1","Lunch, Dinner","Male","Tuesday;Thursday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Jellof rice;Plain rice with stew, gbadun"
"2020/10/03 12:32:47 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
"2020/10/03 12:33:31 PM GMT+1","Lunch, Dinner","Male","Tuesday;Friday;Saturday","Evening","Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Porridge yam, plain yam and stew"
"2020/10/03 12:34:22 PM GMT+1","Lunch, Dinner","Male","Wednesday;Saturday","Evening","Fried potatoes with egg sauce, stew"
"2020/10/03 12:39:04 PM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday","Evening","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi"
"2020/10/03 12:44:50 PM GMT+1","Breakfast, Lunch, Dinner.","Female","Saturday","Afternoon","Porridge yam, plain yam and stew"
"2020/10/03 12:54:42 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Thursday","Evening","Fried rice;Jellof rice;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 12:56:29 PM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Akara with pap, oat, custard"
"2020/10/03 12:58:12 PM GMT+1","Lunch, Dinner","Male","Thursday;Saturday","Evening","Jellof rice"
"2020/10/03 1:00:40 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Wednesday;Saturday","Afternoon","Fried yam with egg sauce, stew;Fried rice;Jellof rice;Porridge beans, plain beans and stew with plantain;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 1:01:43 PM GMT+1","Lunch, Dinner","Male","Monday;Wednesday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Plain rice with stew, gbadun"
"2020/10/03 1:06:42 PM GMT+1","Lunch, Dinner","Female","Monday;Wednesday;Thursday;Saturday","Evening","Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
"2020/10/03 1:22:26 PM GMT+1","Lunch, Dinner","Female","Monday;Thursday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 1:26:52 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Thursday","Afternoon","Jellof rice;Plain rice with stew, gbadun"
"2020/10/03 1:27:03 PM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 1:32:14 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Saturday","Evening","Fried rice;Jellof rice"
"2020/10/03 1:34:35 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Friday;Saturday","Afternoon","Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Akara with pap, oat, custard"
"2020/10/03 1:35:02 PM GMT+1","Lunch, Dinner","Male","Thursday;Saturday","Evening","Jellof rice"
"2020/10/03 1:38:41 PM GMT+1","Breakfast, Lunch.","Male","Saturday","Evening","Moi moi with pap, oat, custard"
"2020/10/03 1:53:53 PM GMT+1","Lunch, Dinner","Female","Monday;Thursday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 1:56:54 PM GMT+1","Lunch, Dinner","Female","Monday;Thursday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 2:21:43 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Porridge yam, plain yam and stew;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 2:21:46 PM GMT+1","Lunch, Dinner","Female","Wednesday","Evening","Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain"
"2020/10/03 2:29:35 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried yam with egg sauce, stew;Fried rice;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 2:29:35 PM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 2:47:39 PM GMT+1","Lunch, Dinner","Male","Tuesday;Thursday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
"2020/10/03 2:47:53 PM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Thursday;Saturday","Afternoon","Fried rice"
"2020/10/03 2:47:57 PM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Wednesday;Thursday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg"
"2020/10/03 2:49:23 PM GMT+1","Lunch, Dinner","Male","Sunday;Wednesday;Saturday","Afternoon","Fried potatoes with egg sauce, stew"
"2020/10/03 2:50:22 PM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Fried potatoes with egg sauce, stew"
"2020/10/03 2:50:27 PM GMT+1","Breakfast, Lunch, Dinner.","Female","Sunday;Tuesday;Thursday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 2:52:53 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday","Afternoon","Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 3:05:41 PM GMT+1","Breakfast, Dinner.","Female","Sunday;Monday;Wednesday;Friday;Saturday","Afternoon","Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 3:10:36 PM GMT+1","Breakfast, Lunch, Dinner.","Male","Friday;Saturday","Evening","Jellof rice;Porridge beans, plain beans and stew with plantain;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 3:16:23 PM GMT+1","Breakfast, Dinner.","Female","Sunday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Porridge yam, plain yam and stew;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 3:17:39 PM GMT+1","Lunch, Dinner","Male","Tuesday","Evening","Semovita, poundo, eba with okra, egusi"
"2020/10/03 3:22:55 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Afternoon","Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi"
"2020/10/03 3:40:37 PM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Fried rice"
"2020/10/03 4:04:14 PM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Fried yam with egg sauce, stew"
"2020/10/03 4:05:04 PM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Fried rice"
"2020/10/03 4:29:38 PM GMT+1","Breakfast, Lunch, Dinner.","Female","Thursday","Evening","Fried rice"
"2020/10/03 4:42:12 PM GMT+1","Lunch, Dinner","Male","Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Jellof rice;Porridge beans, plain beans and stew with plantain"
"2020/10/03 5:03:39 PM GMT+1","Lunch, Dinner","Male","Tuesday;Thursday;Saturday","Afternoon","Fried rice;Jellof rice;Porridge yam, plain yam and stew;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg"
"2020/10/03 5:06:48 PM GMT+1","Lunch, Dinner","Male","Wednesday;Friday;Saturday","Evening","Jellof spaghetti with boiled egg"
"2020/10/03 5:58:50 PM GMT+1","Lunch, Dinner","Female","Monday;Tuesday;Thursday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Akara with pap, oat, custard"
"2020/10/03 6:02:47 PM GMT+1","Lunch, Dinner","Male","Wednesday;Saturday","Afternoon","Plain rice with stew, gbadun"
"2020/10/03 6:19:04 PM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday;Monday;Wednesday;Thursday;Friday;Saturday","Afternoon","Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard"
"2020/10/03 6:33:04 PM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof spaghetti with boiled egg"
"2020/10/03 7:11:18 PM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Thursday;Saturday","Afternoon","Porridge beans, plain beans and stew with plantain"
"2020/10/03 7:13:30 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Tuesday","Evening","Plain rice with stew, gbadun"
"2020/10/03 7:14:11 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Wednesday;Thursday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun"
"2020/10/03 7:17:18 PM GMT+1","Breakfast, Dinner.","Male","Friday","Evening","Porridge beans, plain beans and stew with plantain"
"2020/10/03 7:17:57 PM GMT+1","Lunch, Dinner","Male","Tuesday;Wednesday;Thursday;Saturday","Evening","Fried rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 7:20:18 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Tuesday;Wednesday;Thursday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Porridge yam, plain yam and stew;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 7:21:47 PM GMT+1","Lunch, Dinner","Male","Monday;Friday;Saturday","Evening","Fried yam with egg sauce, stew;Fried rice"
"2020/10/03 7:21:58 PM GMT+1","Breakfast, Lunch, Dinner.","Female","Saturday","Afternoon","Jellof rice"
"2020/10/03 7:23:42 PM GMT+1","Lunch, Dinner","Male","Monday;Thursday;Friday","Afternoon","Jellof rice;Plain spaghetti and stew with boiled egg"
"2020/10/03 7:25:46 PM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Fried potatoes with egg sauce, stew"
"2020/10/03 8:14:32 PM GMT+1","Lunch, Dinner","Male","Tuesday;Thursday","Evening","Fried yam with egg sauce, stew;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Moi moi with pap, oat, custard"
"2020/10/03 8:32:23 PM GMT+1","Breakfast, Lunch, Dinner.","Female","Saturday","Afternoon","Jellof rice"
"2020/10/03 8:41:56 PM GMT+1","Lunch, Dinner","Male","Sunday;Tuesday;Wednesday;Thursday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg"
"2020/10/03 8:47:06 PM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 11:43:38 PM GMT+1","Lunch, Dinner","Male","Wednesday;Friday;Saturday","Evening","Jellof spaghetti with boiled egg"
"2020/10/04 12:00:08 AM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Plain rice with stew, gbadun"
"2020/10/04 12:01:29 AM GMT+1","Lunch, Dinner","Male","Monday;Wednesday;Thursday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Plain spaghetti and stew with boiled egg;Moi moi with pap, oat, custard"
"2020/10/04 1:41:55 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Jellof rice"
"2020/10/04 1:52:37 AM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/04 5:04:16 AM GMT+1","Lunch, Dinner","Female","Tuesday;Wednesday;Thursday;Saturday","Evening","Fried yam with egg sauce, stew"
"2020/10/04 8:54:16 AM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/04 11:15:28 AM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/04 1:50:45 PM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof rice"
"2020/10/04 1:56:43 PM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Semovita, poundo, eba with okra, egusi"
"2020/10/04 2:17:40 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Wednesday;Saturday","Afternoon","Jellof rice;Jellof spaghetti with boiled egg"
"2020/10/04 2:48:17 PM GMT+1","Breakfast, Lunch.","Male","Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Afternoon","Fried yam with egg sauce, stew"
"2020/10/04 3:09:38 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Friday;Saturday","Afternoon","Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Akara with pap, oat, custard"
"2020/10/04 3:21:35 PM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Thursday;Saturday","Evening","Fried rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg"
"2020/10/04 7:28:56 PM GMT+1","Breakfast, Lunch, Dinner.","Female","Sunday;Thursday","Evening","Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain"
"2020/10/04 8:04:04 PM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg"
"2020/10/04 9:10:30 PM GMT+1","Lunch, Dinner","Male","Tuesday;Thursday","Evening","Fried yam with egg sauce, stew;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Moi moi with pap, oat, custard"
"2020/10/04 9:52:07 PM GMT+1","Lunch, Dinner","Male","Friday","Afternoon","Porridge beans, plain beans and stew with plantain"
"2020/10/05 3:06:36 AM GMT+1","Breakfast, Dinner.","Female","Sunday;Tuesday;Thursday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
"2020/10/05 7:13:38 AM GMT+1","Breakfast, Lunch, Dinner.","Female","Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Plain rice with stew, gbadun"
"2020/10/06 1:09:18 AM GMT+1","Breakfast, Dinner.","Female","Sunday;Tuesday;Thursday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
